3308,8737
5372,4881
3688,2545
3633,6082
3219,3699
7420,702
644,7443
9116,4056
7746,4781
8743,9262
5804,4010
2410,3527
2093,1533
479,3102
860,5691
9461,7398
4285,986
6919,7054
3708,7449
3000,9181
1148,3877
6296,9576
2746,1510
3562,9643
4750,7
2654,9638
8624,2886
8862,3502
7406,1796
7649,4479
2719,5632
2647,574
8647,2334
7379,2841
7496,8559
9861,2021
8827,8114
6227,1508
1906,4979
3220,8193
7585,9209
4604,3789
4606,7632
7874,1302
5991,6918
68,8774
6805,7008
2929,3070
6457,5980
9187,1765
1806,2598
2231,1607
7179,9659
9259,388
3733,6692
2007,7730
9996,280
2551,1855
4676,8661
9408,1557
6261,5002
4126,9349
6649,9047
8903,6484
5920,709
7687,4938
9508,4603
5585,4484
616,7989
8691,3608
9544,3980
3824,3657
6021,5060
1508,1081
7512,2765
2581,6810
5314,107
8305,9991
7396,7108
3934,2344
4223,5773
4666,9435
369,1526
8630,2771
3891,1583
5714,8342
3102,4785
8221,6731
4388,1362
3259,3701
1662,2537
7334,3242
5362,6975
9989,8097
4761,1951
1526,9145
9444,6079
8698,2448
933,1301
5468,9705
163,980
7933,8558
7818,471
7209,2369
8155,1973
2458,5451
9014,2236
5170,4255
3985,9451
3478,7158
6585,3356
5008,5007
5313,5696
7679,2714
4525,927
7822,4447
537,6779
1530,9425
865,8702
8735,1248
3344,659
9140,646
9126,7413
7828,9705
5042,4819
7828,970
590,3483
6858,4664
8995,248
6624,731
7516,861
6839,1647
4436,1232
6492,4972
3220,9525
3071,6193
8030,8966
9503,5649
4471,7717
4709,5026
3690,3534
9523,1749
5301,3754
6732,6304
6299,9525
5665,3213
5273,9131
3073,814
9729,7799
7866,9267
1680,7143
3288,1652
8286,1981
2085,7120
1669,7764
2268,5882
4708,895
4082,1158
3496,9412
3073,7232
3381,7549
3261,1138
2233,8447
5009,513
8763,9378
3108,5930
412,8924
8412,2482
8115,7224
9209,8204
6865,1280
3164,7644
4402,3398
250,5579
6201,5767
8144,2497
3599,6375
7541,4853
756,7291
8873,2602
2607,9620
7194,5155
3181,5334
8060,4567
8653,7549
6181,5153
7394,6691
2321,8977
4771,5515
9077,3977
9679,6841
1299,3097
4035,3019
8666,5134
9078,4658
7808,2073
8191,4595
5869,3227
3898,3535
997,3375
7984,4044
4717,5144
172,9463
2191,2887
7766,145
9678,8963
604,6437
7548,5937
1676,3054
3121,6299
6581,2983
4353,7305
4171,3986
3640,1671
4750,919
5574,4557
8524,707
6310,2426
448,7108
3061,6693
10,1257
1352,870
5666,5482
5233,4435
6208,8156
858,8902
5498,3017
5400,1225
927,9809
4505,4205
4629,7902
721,1058
5132,859
7923,289
5083,9982
8092,1121
4428,7830
7456,4645
5588,5688
7409,730
3619,7446
2449,3698
9782,3988
1190,1365
4464,5386
5204,3439
5345,6477
377,9628
7323,9496
2683,3057
3694,2838
9255,6931
6308,4906
6000,136
3644,278
9991,914
9051,6391
149,3157
4517,2534
6765,4916
7811,1442
3008,8507
3601,9962
3524,1987
4027,6167
6057,6451
1294,1524
9011,8252
2670,4818
7415,1086
8508,9202
7804,4285
1162,9993
5738,8679
2644,963
8222,862
8854,9954
3152,5619
647,9135
5027,3521
4792,6166
1242,951
9531,4443
7573,5015
9295,4076
3049,3673
2387,1406
6146,891
2366,6115
1138,8477
423,8925
1280,5711
6555,234
3358,8744
3923,4695
3047,176
6890,3178
1792,4013
2716,9079
5466,9546
9538,8560
7594,4962
1880,4880
4517,9615
8852,9408
6942,1201
6324,2451
2807,1078
4338,5732
3389,6145
1985,3247
8189,4881
1019,557
3276,9628
6069,8703
6652,9115
6400,8672
7065,8376
5903,3241
3146,9420
7451,3808
5637,4219
6072,9707
9740,9033
9284,8001
3173,5912
7653,8595
405,9698
103,3128
4647,3045
3720,8583
5159,1698
5646,2173
8886,7506
9486,4743
3108,2296
3636,6724
1428,6222
133,5354
3785,1297
8689,216
9628,8042
9226,5907
9304,7962
2111,9100
9218,8556
944,3542
3816,5666
3217,9297
6879,3389
7223,6356
7830,2838
7361,5054
3912,9798
5960,5941
9571,2863
1471,1428
9973,2791
9644,1502
8855,7984
8586,8558
9950,6236
432,6798
5428,9359
691,8843
4329,2811
2636,2487
9490,7521
7732,4089
1556,4842
377,1364
9262,412
972,7295
8222,1938
382,5610
9375,1989
564,8279
9407,1146
919,8486
8605,4640
8066,3450
4891,8675
6863,8797
9648,1124
8471,4393
1500,5244
6174,8685
8394,7530
2491,2610
7408,8668
2848,9877
5174,2884
8834,967
9439,8406
6784,6263
7653,7427
9716,9470
4232,2332
669,1923
7870,445
2596,7638
7510,5314
6056,1088
9617,8390
4778,2876
4996,2685
226,7721
8427,923
7825,9229
9438,754
453,2611
6383,5660
7942,4618
9961,2918
4104,2422
9165,6446
5389,7955
5211,345
955,7666
3218,8048
1227,2572
4176,9905
1070,8775
2398,3198
4274,6526
1103,1072
5435,8953
3772,1742
2527,226
963,1938
7937,13
7096,2701
8251,5318
8906,9020
4557,1083
4669,7711
804,9750
8841,9264
235,6499
4160,7527
4506,9885
4987,4350
7676,3927
4486,3121
9382,1025
5859,748
1601,8498
2798,6923
1417,1048
9162,2508
3638,6175
1128,3011
4198,9592
7392,3706
5353,2051
4956,7680
5476,2814
6891,5704
6755,5870
8507,2793
786,130
5586,1335
3219,8117
2748,6260
640,1819
7840,6089
5046,3187
6210,495
1743,1778
2403,9348
1051,3958
3898,1723
6546,7869
6956,9786
2149,6885
2666,2536
6196,7788
90,9843
6143,3189
8897,6129
1499,2854
4546,9848
2119,4018
1054,6063
6920,9277
1536,8393
8234,8609
1302,2797
2973,7986
9057,475
5222,3278
6654,2983
6352,5999
6844,3209
6490,8169
2486,7053
6933,5953
5687,9835
1340,2442
2334,1543
2673,4673
1463,2836
4764,99
3255,8002
8578,3338
9484,9967
7867,8806
1400,6981
7860,6314
7874,4756
9354,3155
8780,9944
4005,2822
3077,1607
8077,4617
5988,1734
2392,6378
1116,4611
5640,7078
3561,7616
2386,5311
2676,769
5549,4668
5504,19
3504,4660
7747,7815
4133,5662
1159,8221
6922,2847
954,5788
3056,9001
7954,9978
217,7344
1463,2085
4953,3009
9446,7300
1958,3003
2401,8634
3001,3288
9065,2477
9228,2034
1851,3692
6084,4398
8663,9516
9796,8670
6295,9032
3185,5636
8243,8745
8771,1952
607,8561
5332,6881
1715,1373
2227,3358
2844,557
1559,7044
9033,5469
294,426
136,768
4437,9264
1274,2640
7573,9217
8629,4455
4524,8834
8863,7933
2374,6357
2638,4400
1091,563
5838,4641
426,1801
2715,9993
4646,1913
3478,288
543,8984
403,3723
1314,7655
6134,1847
6242,1592
5172,6996
305,7639
6498,8191
2809,9622
529,27
9678,9151
8101,2844
3099,5046
7460,8653
7068,4982
2761,6489
9619,6997
7730,7269
7828,2619
2309,4459
8396,305
9461,4525
5978,510
9883,1633
25,1412
5857,7828
8187,810
2238,3265
391,9248
9338,9163
445,4243
5926,2707
6315,585
3611,4058
5959,25
4424,7631
4154,2735
642,7626
3701,5563
4862,3473
897,9831
9809,721
6219,7200
9729,2678
7632,6286
2924,7055
5835,4029
7925,2598
8307,5243
3468,4782
3278,46
7105,6719
9455,2574
9237,9783
769,5012
1859,8184
8213,7525
3313,3652
5876,5097
810,7443
5240,5421
6131,7474
7516,2661
1423,4959
9415,7384
9885,9833
9979,1780
2050,5829
903,8351
4133,7878
8029,5711
7932,860
7344,1069
1281,8560
4053,6075
7293,8422
8752,3124
8778,7721
4642,9308
627,7391
6384,8418
4207,8808
7341,6802
3431,5092
6074,5560
2533,445
4251,5747
4806,5486
7015,1231
9037,8314
1558,5687
2292,7797
8303,1786
7650,3231
9138,3208
2229,1995
1142,7268
4621,1460
6864,5904
4262,8310
721,64
9127,9955
1328,5543
329,2446
5179,4079
34,6075
9296,4535
2392,348
1001,1619
9972,9338
6405,6950
3925,9672
1485,542
4965,7044
7419,9268
4354,6840
2188,2317
8142,164
9351,7964
3370,9183
6724,6989
3927,1134
1810,3912
2076,5364
4999,8126
4686,7174
8690,9330
5643,449
6226,7332
3973,33
2765,9369
2342,5581
1048,5911
1267,6792
5721,4379
3946,4503
7031,8203
1684,4512
1375,3562
3959,682
1400,4782
8178,5023
8167,9019
9553,3933
9296,8020
8627,6640
3835,41
7890,1992
5048,9360
2797,4887
758,9737
8333,1353
2810,8727
8701,9004
6530,3303
7004,5698
8549,692
8841,3043
8055,2106
864,1301
8151,6461
6991,5261
7013,8554
9185,6879
7600,7511
6281,6860
4186,3872
5790,5372
1257,3956
6006,1889
7515,6577
8161,695
1852,3200
8869,1081
737,3445
8577,4198
1743,6885
8439,3399
2240,3667
8801,7519
708,961
4548,4871
7346,696
5523,9695
1863,8237
2967,7460
8002,9470
4349,7418
4250,3299
9776,9556
2854,8560
5508,9320
3371,1247
8026,5831
6484,4479
5891,4443
2033,5510
7907,5937
4789,5446
7447,2380
4958,4502
3924,7955
2824,1769
6441,3337
545,4653
5324,8127
4956,1139
9419,2023
1705,7383
769,2400
5446,2858
2295,9417
6204,2596
8366,9097
1799,7156
2934,7369
8674,514
4342,9928
3172,9461
4021,198
5643,1187
8646,8359
568,8727
101,1062
8256,384
7971,1535
4383,849
7853,417
5776,1203
9355,7351
5802,7725
9362,7774
2900,7956
3366,2624
3341,5579
2410,8054
8957,6590
6632,9319
9845,4721
5222,7938
437,5914
6694,1320
9455,7806
9447,5884
1905,4112
9841,9745
9843,9314
498,6061
9320,3670
7615,171
8526,1498
8049,5531
1901,6982
3494,3436
9295,9530
8931,6614
426,7393
4487,502
3343,618
7210,6258
6113,9664
6533,3813
1250,8797
8209,9902
5114,2148
8210,7467
9057,766
2207,6294
6443,9946
2594,4993
1138,6045
8782,7250
4801,2604
6937,4239
5995,8079
954,9108
8733,669
3377,6563
7512,4338
2167,1931
6072,1538
7980,5074
3654,9490
2842,1254
1845,4482
6784,4574
6190,2003
2418,7789
2121,5772
6875,1339
3757,5640
5809,4888
9040,8819
5607,3032
3353,1206
9893,8754
536,5352
9025,2541
2494,1513
8145,5457
1517,9639
7928,4546
7899,5965
6412,6777
3631,570
5544,110
4239,8249
8644,7039
4593,6609
511,673
1731,5819
3594,3945
2007,8014
2647,3151
8604,2296
1275,9796
2373,2565
3097,1040
3354,3751
1590,9705
7288,5465
1940,5110
4169,4360
7826,2568
3044,3940
9627,3889
8681,8971
1341,6785
9285,6399
8626,4327
8757,7192
8858,7922
185,9129
2614,2117
7428,3053
9867,4627
7329,9308
293,5047
8332,5080
4252,3276
6841,4488
1240,2577
7692,7284
130,8192
1433,1302
8042,4573
9161,209
3016,7132
3880,6165
6337,4566
960,1446
9422,4517
6337,9658
1437,804
2312,8411
6073,6057
5378,312
3497,6501
7383,740
8264,6897
5135,8765
3725,4735
4960,1319
3877,5541
1847,3461
3299,6261
7306,1367
7505,3355
5659,6461
1959,6177
501,7345
4332,8731
9025,5915
2731,9439
4059,8986
980,6062
9970,1871
100,5188
2455,7729
1298,8058
8929,7104
8527,8178
6452,3031
2169,3286
5998,9590
1363,1291
1157,9829
238,8290
7618,906
8713,4627
